github.com/google/uuid,https://github.com/google/uuid/blob/v1.6.0/LICENSE,BSD-3-Clause
github.com/gorilla/websocket,https://github.com/gorilla/websocket/blob/v1.5.0/LICENSE,BSD-2-Clause
github.com/hashicorp/go-version,https://github.com/hashicorp/go-version/blob/v1.7.0/LICENSE,MPL-2.0
github.com/json-iterator/go,https://github.com/json-iterator/go/blob/v1.1.12/LICENSE,MIT
github.com/modern-go/concurrent,https://github.com/modern-go/concurrent/blob/e0a39a4cb421/LICENSE,Apache-2.0
github.com/modern-go/reflect2,https://github.com/modern-go/reflect2/blob/v1.0.2/LICENSE,Apache-2.0
github.com/taosdata/driver-go/v3,https://github.com/taosdata/driver-go/blob/HEAD/LICENSE,MIT
